"","Id","ActivityDate","TotalSteps","TotalDistance","TrackerDistance","LoggedActivitiesDistance","VeryActiveMinutes","FairlyActiveMinutes","LightlyActiveMinutes","SedentaryMinutes","Calories","dfTime","stepsDistanceRatio","type","distance"
"29",8,"4/13/2016",8001,5.82000017166138,5.82000017166138,0,30,16,135,1259,2902,2016-04-13,1374.7422274931,"VeryActiveDistance",2.27999997138977
"30",8,"4/13/2016",8001,5.82000017166138,5.82000017166138,0,30,16,135,1259,2902,2016-04-13,1374.7422274931,"ModeratelyActiveDistance",0.899999976158142
"31",8,"4/13/2016",8001,5.82000017166138,5.82000017166138,0,30,16,135,1259,2902,2016-04-13,1374.7422274931,"LightActiveDistance",2.64000010490417
"32",8,"4/13/2016",8001,5.82000017166138,5.82000017166138,0,30,16,135,1259,2902,2016-04-13,1374.7422274931,"SedentaryActiveDistance",0
"33",9,"4/14/2016",11037,8.02000045776367,8.02000045776367,0,5,58,252,1125,3226,2016-04-14,1376.18446010383,"VeryActiveDistance",0.360000014305115
"34",9,"4/14/2016",11037,8.02000045776367,8.02000045776367,0,5,58,252,1125,3226,2016-04-14,1376.18446010383,"ModeratelyActiveDistance",2.55999994277954
"35",9,"4/14/2016",11037,8.02000045776367,8.02000045776367,0,5,58,252,1125,3226,2016-04-14,1376.18446010383,"LightActiveDistance",5.09999990463257
"36",9,"4/14/2016",11037,8.02000045776367,8.02000045776367,0,5,58,252,1125,3226,2016-04-14,1376.18446010383,"SedentaryActiveDistance",0
"37",10,"4/12/2016",6697,4.42999982833862,4.42999982833862,0,0,0,339,1101,2030,2016-04-12,1511.73820756367,"VeryActiveDistance",0
"38",10,"4/12/2016",6697,4.42999982833862,4.42999982833862,0,0,0,339,1101,2030,2016-04-12,1511.73820756367,"ModeratelyActiveDistance",0
"39",10,"4/12/2016",6697,4.42999982833862,4.42999982833862,0,0,0,339,1101,2030,2016-04-12,1511.73820756367,"LightActiveDistance",4.42999982833862
"40",10,"4/12/2016",6697,4.42999982833862,4.42999982833862,0,0,0,339,1101,2030,2016-04-12,1511.73820756367,"SedentaryActiveDistance",0
"41",11,"4/13/2016",4929,3.25999999046326,3.25999999046326,0,0,0,248,1192,1860,2016-04-13,1511.96319460712,"VeryActiveDistance",0
"42",11,"4/13/2016",4929,3.25999999046326,3.25999999046326,0,0,0,248,1192,1860,2016-04-13,1511.96319460712,"ModeratelyActiveDistance",0
"43",11,"4/13/2016",4929,3.25999999046326,3.25999999046326,0,0,0,248,1192,1860,2016-04-13,1511.96319460712,"LightActiveDistance",3.25999999046326
"44",11,"4/13/2016",4929,3.25999999046326,3.25999999046326,0,0,0,248,1192,1860,2016-04-13,1511.96319460712,"SedentaryActiveDistance",0
"45",12,"4/14/2016",7937,5.25,5.25,0,0,0,373,843,2130,2016-04-14,1511.80952380952,"VeryActiveDistance",0
"46",12,"4/14/2016",7937,5.25,5.25,0,0,0,373,843,2130,2016-04-14,1511.80952380952,"ModeratelyActiveDistance",0
"47",12,"4/14/2016",7937,5.25,5.25,0,0,0,373,843,2130,2016-04-14,1511.80952380952,"LightActiveDistance",5.23000001907349
"48",12,"4/14/2016",7937,5.25,5.25,0,0,0,373,843,2130,2016-04-14,1511.80952380952,"SedentaryActiveDistance",0
"49",13,"4/12/2016",678,0.469999998807907,0.469999998807907,0,0,0,55,734,2220,2016-04-12,1442.55319514821,"VeryActiveDistance",0
"50",13,"4/12/2016",678,0.469999998807907,0.469999998807907,0,0,0,55,734,2220,2016-04-12,1442.55319514821,"ModeratelyActiveDistance",0
"51",13,"4/12/2016",678,0.469999998807907,0.469999998807907,0,0,0,55,734,2220,2016-04-12,1442.55319514821,"LightActiveDistance",0.469999998807907
"52",13,"4/12/2016",678,0.469999998807907,0.469999998807907,0,0,0,55,734,2220,2016-04-12,1442.55319514821,"SedentaryActiveDistance",0
"53",14,"4/13/2016",356,0.25,0.25,0,0,0,32,986,2151,2016-04-13,1424,"VeryActiveDistance",0
"54",14,"4/13/2016",356,0.25,0.25,0,0,0,32,986,2151,2016-04-13,1424,"ModeratelyActiveDistance",0
"55",14,"4/13/2016",356,0.25,0.25,0,0,0,32,986,2151,2016-04-13,1424,"LightActiveDistance",0.25
"56",14,"4/13/2016",356,0.25,0.25,0,0,0,32,986,2151,2016-04-13,1424,"SedentaryActiveDistance",0
"57",15,"4/14/2016",2163,1.5,1.5,0,0,9,88,1292,2383,2016-04-14,1442,"VeryActiveDistance",0
"58",15,"4/14/2016",2163,1.5,1.5,0,0,9,88,1292,2383,2016-04-14,1442,"ModeratelyActiveDistance",0.400000005960464
"59",15,"4/14/2016",2163,1.5,1.5,0,0,9,88,1292,2383,2016-04-14,1442,"LightActiveDistance",1.10000002384186
"60",15,"4/14/2016",2163,1.5,1.5,0,0,9,88,1292,2383,2016-04-14,1442,"SedentaryActiveDistance",0
"61",16,"4/12/2016",11875,8.34000015258789,8.34000015258789,0,42,14,227,1157,2390,2016-04-12,1423.86088522015,"VeryActiveDistance",3.30999994277954
"62",16,"4/12/2016",11875,8.34000015258789,8.34000015258789,0,42,14,227,1157,2390,2016-04-12,1423.86088522015,"ModeratelyActiveDistance",0.769999980926514
"63",16,"4/12/2016",11875,8.34000015258789,8.34000015258789,0,42,14,227,1157,2390,2016-04-12,1423.86088522015,"LightActiveDistance",4.26000022888184
"64",16,"4/12/2016",11875,8.34000015258789,8.34000015258789,0,42,14,227,1157,2390,2016-04-12,1423.86088522015,"SedentaryActiveDistance",0
"65",17,"4/13/2016",12024,8.5,8.5,0,43,5,292,1100,2601,2016-04-13,1414.58823529412,"VeryActiveDistance",2.99000000953674
"66",17,"4/13/2016",12024,8.5,8.5,0,43,5,292,1100,2601,2016-04-13,1414.58823529412,"ModeratelyActiveDistance",0.100000001490116
"67",17,"4/13/2016",12024,8.5,8.5,0,43,5,292,1100,2601,2016-04-13,1414.58823529412,"LightActiveDistance",5.40999984741211
"68",17,"4/13/2016",12024,8.5,8.5,0,43,5,292,1100,2601,2016-04-13,1414.58823529412,"SedentaryActiveDistance",0
"69",18,"4/14/2016",10690,7.5,7.5,0,32,3,257,1148,2312,2016-04-14,1425.33333333333,"VeryActiveDistance",2.48000001907349
"70",18,"4/14/2016",10690,7.5,7.5,0,32,3,257,1148,2312,2016-04-14,1425.33333333333,"ModeratelyActiveDistance",0.209999993443489
"71",18,"4/14/2016",10690,7.5,7.5,0,32,3,257,1148,2312,2016-04-14,1425.33333333333,"LightActiveDistance",4.82000017166138
"72",18,"4/14/2016",10690,7.5,7.5,0,32,3,257,1148,2312,2016-04-14,1425.33333333333,"SedentaryActiveDistance",0
"73",19,"4/12/2016",4414,2.74000000953674,2.74000000953674,0,3,8,181,706,1459,2016-04-12,1610.94889950248,"VeryActiveDistance",0.189999997615814
"74",19,"4/12/2016",4414,2.74000000953674,2.74000000953674,0,3,8,181,706,1459,2016-04-12,1610.94889950248,"ModeratelyActiveDistance",0.349999994039536
"75",19,"4/12/2016",4414,2.74000000953674,2.74000000953674,0,3,8,181,706,1459,2016-04-12,1610.94889950248,"LightActiveDistance",2.20000004768372
"76",19,"4/12/2016",4414,2.74000000953674,2.74000000953674,0,3,8,181,706,1459,2016-04-12,1610.94889950248,"SedentaryActiveDistance",0
"77",20,"4/13/2016",4993,3.09999990463257,3.09999990463257,0,0,0,238,663,1521,2016-04-13,1610.64521083971,"VeryActiveDistance",0
"78",20,"4/13/2016",4993,3.09999990463257,3.09999990463257,0,0,0,238,663,1521,2016-04-13,1610.64521083971,"ModeratelyActiveDistance",0
"79",20,"4/13/2016",4993,3.09999990463257,3.09999990463257,0,0,0,238,663,1521,2016-04-13,1610.64521083971,"LightActiveDistance",3.09999990463257
"80",20,"4/13/2016",4993,3.09999990463257,3.09999990463257,0,0,0,238,663,1521,2016-04-13,1610.64521083971,"SedentaryActiveDistance",0
"81",21,"4/14/2016",3335,2.0699999332428,2.0699999332428,0,0,0,197,653,1431,2016-04-14,1611.11116306921,"VeryActiveDistance",0
"82",21,"4/14/2016",3335,2.0699999332428,2.0699999332428,0,0,0,197,653,1431,2016-04-14,1611.11116306921,"ModeratelyActiveDistance",0
"83",21,"4/14/2016",3335,2.0699999332428,2.0699999332428,0,0,0,197,653,1431,2016-04-14,1611.11116306921,"LightActiveDistance",2.04999995231628
"84",21,"4/14/2016",3335,2.0699999332428,2.0699999332428,0,0,0,197,653,1431,2016-04-14,1611.11116306921,"SedentaryActiveDistance",0
"85",22,"4/12/2016",10725,7.48999977111816,7.48999977111816,0,13,9,306,1112,2124,2016-04-12,1431.90925603979,"VeryActiveDistance",1.16999995708466
"86",22,"4/12/2016",10725,7.48999977111816,7.48999977111816,0,13,9,306,1112,2124,2016-04-12,1431.90925603979,"ModeratelyActiveDistance",0.310000002384186
"87",22,"4/12/2016",10725,7.48999977111816,7.48999977111816,0,13,9,306,1112,2124,2016-04-12,1431.90925603979,"LightActiveDistance",6.01000022888184
"88",22,"4/12/2016",10725,7.48999977111816,7.48999977111816,0,13,9,306,1112,2124,2016-04-12,1431.90925603979,"SedentaryActiveDistance",0
"89",23,"4/13/2016",7275,4.90000009536743,4.90000009536743,0,0,0,335,1105,2003,2016-04-13,1484.69384865481,"VeryActiveDistance",0
"90",23,"4/13/2016",7275,4.90000009536743,4.90000009536743,0,0,0,335,1105,2003,2016-04-13,1484.69384865481,"ModeratelyActiveDistance",0
"91",23,"4/13/2016",7275,4.90000009536743,4.90000009536743,0,0,0,335,1105,2003,2016-04-13,1484.69384865481,"LightActiveDistance",4.90000009536743
"92",23,"4/13/2016",7275,4.90000009536743,4.90000009536743,0,0,0,335,1105,2003,2016-04-13,1484.69384865481,"SedentaryActiveDistance",0
"93",24,"4/14/2016",3973,2.6800000667572,2.6800000667572,0,0,0,191,1249,1696,2016-04-14,1482.4626496399,"VeryActiveDistance",0
"94",24,"4/14/2016",3973,2.6800000667572,2.6800000667572,0,0,0,191,1249,1696,2016-04-14,1482.4626496399,"ModeratelyActiveDistance",0
"95",24,"4/14/2016",3973,2.6800000667572,2.6800000667572,0,0,0,191,1249,1696,2016-04-14,1482.4626496399,"LightActiveDistance",2.6800000667572
"96",24,"4/14/2016",3973,2.6800000667572,2.6800000667572,0,0,0,191,1249,1696,2016-04-14,1482.4626496399,"SedentaryActiveDistance",0
"97",25,"4/12/2016",10113,6.82999992370605,6.82999992370605,0,28,13,320,964,2344,2016-04-12,1480.67351580768,"VeryActiveDistance",2
"98",25,"4/12/2016",10113,6.82999992370605,6.82999992370605,0,28,13,320,964,2344,2016-04-12,1480.67351580768,"ModeratelyActiveDistance",0.620000004768372
"99",25,"4/12/2016",10113,6.82999992370605,6.82999992370605,0,28,13,320,964,2344,2016-04-12,1480.67351580768,"LightActiveDistance",4.19999980926514
"100",25,"4/12/2016",10113,6.82999992370605,6.82999992370605,0,28,13,320,964,2344,2016-04-12,1480.67351580768,"SedentaryActiveDistance",0
"101",26,"4/13/2016",10352,7.01000022888184,7.01000022888184,0,19,32,195,676,2038,2016-04-13,1476.7474553494,"VeryActiveDistance",1.6599999666214
"102",26,"4/13/2016",10352,7.01000022888184,7.01000022888184,0,19,32,195,676,2038,2016-04-13,1476.7474553494,"ModeratelyActiveDistance",1.94000005722046
"103",26,"4/13/2016",10352,7.01000022888184,7.01000022888184,0,19,32,195,676,2038,2016-04-13,1476.7474553494,"LightActiveDistance",3.41000008583069
"104",26,"4/13/2016",10352,7.01000022888184,7.01000022888184,0,19,32,195,676,2038,2016-04-13,1476.7474553494,"SedentaryActiveDistance",0
"105",27,"4/14/2016",10129,6.69999980926514,6.69999980926514,0,1,48,206,705,2010,2016-04-14,1511.79108781362,"VeryActiveDistance",0.0199999995529652
"106",27,"4/14/2016",10129,6.69999980926514,6.69999980926514,0,1,48,206,705,2010,2016-04-14,1511.79108781362,"ModeratelyActiveDistance",2.74000000953674
"107",27,"4/14/2016",10129,6.69999980926514,6.69999980926514,0,1,48,206,705,2010,2016-04-14,1511.79108781362,"LightActiveDistance",3.94000005722046
"108",27,"4/14/2016",10129,6.69999980926514,6.69999980926514,0,1,48,206,705,2010,2016-04-14,1511.79108781362,"SedentaryActiveDistance",0
"109",28,"4/12/2016",8796,5.90999984741211,5.90999984741211,0,2,21,356,1061,1982,2016-04-12,1488.3249115229,"VeryActiveDistance",0.109999999403954
"110",28,"4/12/2016",8796,5.90999984741211,5.90999984741211,0,2,21,356,1061,1982,2016-04-12,1488.3249115229,"ModeratelyActiveDistance",0.930000007152557
"111",28,"4/12/2016",8796,5.90999984741211,5.90999984741211,0,2,21,356,1061,1982,2016-04-12,1488.3249115229,"LightActiveDistance",4.88000011444092
"112",28,"4/12/2016",8796,5.90999984741211,5.90999984741211,0,2,21,356,1061,1982,2016-04-12,1488.3249115229,"SedentaryActiveDistance",0
"113",29,"4/13/2016",7618,5.11999988555908,5.11999988555908,0,0,8,404,1028,2004,2016-04-13,1487.89065825695,"VeryActiveDistance",0
"114",29,"4/13/2016",7618,5.11999988555908,5.11999988555908,0,0,8,404,1028,2004,2016-04-13,1487.89065825695,"ModeratelyActiveDistance",0.219999998807907
"115",29,"4/13/2016",7618,5.11999988555908,5.11999988555908,0,0,8,404,1028,2004,2016-04-13,1487.89065825695,"LightActiveDistance",4.88000011444092
"116",29,"4/13/2016",7618,5.11999988555908,5.11999988555908,0,0,8,404,1028,2004,2016-04-13,1487.89065825695,"SedentaryActiveDistance",0.0199999995529652
"117",30,"4/14/2016",7910,5.32000017166138,5.32000017166138,0,0,0,331,1109,1893,2016-04-14,1486.84205728696,"VeryActiveDistance",0
"118",30,"4/14/2016",7910,5.32000017166138,5.32000017166138,0,0,0,331,1109,1893,2016-04-14,1486.84205728696,"ModeratelyActiveDistance",0
"119",30,"4/14/2016",7910,5.32000017166138,5.32000017166138,0,0,0,331,1109,1893,2016-04-14,1486.84205728696,"LightActiveDistance",5.32000017166138
"120",30,"4/14/2016",7910,5.32000017166138,5.32000017166138,0,0,0,331,1109,1893,2016-04-14,1486.84205728696,"SedentaryActiveDistance",0
"121",31,"4/12/2016",4747,3.24000000953674,3.24000000953674,0,0,0,280,1160,1788,2016-04-12,1465.12345247762,"VeryActiveDistance",0
"122",31,"4/12/2016",4747,3.24000000953674,3.24000000953674,0,0,0,280,1160,1788,2016-04-12,1465.12345247762,"ModeratelyActiveDistance",0
"123",31,"4/12/2016",4747,3.24000000953674,3.24000000953674,0,0,0,280,1160,1788,2016-04-12,1465.12345247762,"LightActiveDistance",3.23000001907349
"124",31,"4/12/2016",4747,3.24000000953674,3.24000000953674,0,0,0,280,1160,1788,2016-04-12,1465.12345247762,"SedentaryActiveDistance",0.00999999977648258
"125",32,"4/13/2016",9715,6.63000011444092,6.63000011444092,0,16,8,371,1045,2093,2016-04-13,1465.30917531051,"VeryActiveDistance",0.990000009536743
"126",32,"4/13/2016",9715,6.63000011444092,6.63000011444092,0,16,8,371,1045,2093,2016-04-13,1465.30917531051,"ModeratelyActiveDistance",0.340000003576279
"127",32,"4/13/2016",9715,6.63000011444092,6.63000011444092,0,16,8,371,1045,2093,2016-04-13,1465.30917531051,"LightActiveDistance",5.26999998092651
"128",32,"4/13/2016",9715,6.63000011444092,6.63000011444092,0,16,8,371,1045,2093,2016-04-13,1465.30917531051,"SedentaryActiveDistance",0.0199999995529652
"129",33,"4/14/2016",8844,6.03000020980835,6.03000020980835,0,6,25,370,1039,2065,2016-04-14,1466.66661563534,"VeryActiveDistance",0.340000003576279
"130",33,"4/14/2016",8844,6.03000020980835,6.03000020980835,0,6,25,370,1039,2065,2016-04-14,1466.66661563534,"ModeratelyActiveDistance",1.02999997138977
"131",33,"4/14/2016",8844,6.03000020980835,6.03000020980835,0,6,25,370,1039,2065,2016-04-14,1466.66661563534,"LightActiveDistance",4.65000009536743
"132",33,"4/14/2016",8844,6.03000020980835,6.03000020980835,0,6,25,370,1039,2065,2016-04-14,1466.66661563534,"SedentaryActiveDistance",0.00999999977648258
"133",34,"4/12/2016",8856,5.98000001907349,5.98000001907349,0,44,19,131,777,1450,2016-04-12,1480.93645012598,"VeryActiveDistance",3.05999994277954
"134",34,"4/12/2016",8856,5.98000001907349,5.98000001907349,0,44,19,131,777,1450,2016-04-12,1480.93645012598,"ModeratelyActiveDistance",0.910000026226044
"135",34,"4/12/2016",8856,5.98000001907349,5.98000001907349,0,44,19,131,777,1450,2016-04-12,1480.93645012598,"LightActiveDistance",2.00999999046326
"136",34,"4/12/2016",8856,5.98000001907349,5.98000001907349,0,44,19,131,777,1450,2016-04-12,1480.93645012598,"SedentaryActiveDistance",0
"137",35,"4/13/2016",10035,6.71000003814697,6.71000003814697,0,31,46,153,754,1495,2016-04-13,1495.52905260061,"VeryActiveDistance",2.02999997138977
"138",35,"4/13/2016",10035,6.71000003814697,6.71000003814697,0,31,46,153,754,1495,2016-04-13,1495.52905260061,"ModeratelyActiveDistance",2.13000011444092
"139",35,"4/13/2016",10035,6.71000003814697,6.71000003814697,0,31,46,153,754,1495,2016-04-13,1495.52905260061,"LightActiveDistance",2.54999995231628
"140",35,"4/13/2016",10035,6.71000003814697,6.71000003814697,0,31,46,153,754,1495,2016-04-13,1495.52905260061,"SedentaryActiveDistance",0
"141",36,"4/14/2016",7641,5.1100001335144,5.1100001335144,0,5,23,214,801,1433,2016-04-14,1495.3032877408,"VeryActiveDistance",0.319999992847443
"142",36,"4/14/2016",7641,5.1100001335144,5.1100001335144,0,5,23,214,801,1433,2016-04-14,1495.3032877408,"ModeratelyActiveDistance",0.970000028610229
"143",36,"4/14/2016",7641,5.1100001335144,5.1100001335144,0,5,23,214,801,1433,2016-04-14,1495.3032877408,"LightActiveDistance",3.8199999332428
"144",36,"4/14/2016",7641,5.1100001335144,5.1100001335144,0,5,23,214,801,1433,2016-04-14,1495.3032877408,"SedentaryActiveDistance",0
"145",37,"4/12/2016",8539,6.11999988555908,6.11999988555908,0,4,15,331,712,3654,2016-04-12,1395.26146399918,"VeryActiveDistance",0.150000005960464
"146",37,"4/12/2016",8539,6.11999988555908,6.11999988555908,0,4,15,331,712,3654,2016-04-12,1395.26146399918,"ModeratelyActiveDistance",0.239999994635582
"147",37,"4/12/2016",8539,6.11999988555908,6.11999988555908,0,4,15,331,712,3654,2016-04-12,1395.26146399918,"LightActiveDistance",5.67999982833862
"148",37,"4/12/2016",8539,6.11999988555908,6.11999988555908,0,4,15,331,712,3654,2016-04-12,1395.26146399918,"SedentaryActiveDistance",0
"149",38,"4/13/2016",0,0,0,0,0,0,0,1440,1981,2016-04-13,NA,"VeryActiveDistance",0
"150",38,"4/13/2016",0,0,0,0,0,0,0,1440,1981,2016-04-13,NA,"ModeratelyActiveDistance",0
"151",38,"4/13/2016",0,0,0,0,0,0,0,1440,1981,2016-04-13,NA,"LightActiveDistance",0
"152",38,"4/13/2016",0,0,0,0,0,0,0,1440,1981,2016-04-13,NA,"SedentaryActiveDistance",0
"153",39,"4/14/2016",108,0.0799999982118607,0.0799999982118607,0,0,0,3,1437,2011,2016-04-14,1350.00003017485,"VeryActiveDistance",0
"154",39,"4/14/2016",108,0.0799999982118607,0.0799999982118607,0,0,0,3,1437,2011,2016-04-14,1350.00003017485,"ModeratelyActiveDistance",0
"155",39,"4/14/2016",108,0.0799999982118607,0.0799999982118607,0,0,0,3,1437,2011,2016-04-14,1350.00003017485,"LightActiveDistance",0.0299999993294477
"156",39,"4/14/2016",108,0.0799999982118607,0.0799999982118607,0,0,0,3,1437,2011,2016-04-14,1350.00003017485,"SedentaryActiveDistance",0
"157",40,"4/12/2016",5394,4.03000020980835,4.03000020980835,0,0,0,164,1276,2286,2016-04-12,1338.46146877906,"VeryActiveDistance",0
"158",40,"4/12/2016",5394,4.03000020980835,4.03000020980835,0,0,0,164,1276,2286,2016-04-12,1338.46146877906,"ModeratelyActiveDistance",0
"159",40,"4/12/2016",5394,4.03000020980835,4.03000020980835,0,0,0,164,1276,2286,2016-04-12,1338.46146877906,"LightActiveDistance",3.94000005722046
"160",40,"4/12/2016",5394,4.03000020980835,4.03000020980835,0,0,0,164,1276,2286,2016-04-12,1338.46146877906,"SedentaryActiveDistance",0
"161",41,"4/13/2016",5974,4.46999979019165,4.46999979019165,0,0,0,160,1280,2306,2016-04-13,1336.46538711445,"VeryActiveDistance",0
"162",41,"4/13/2016",5974,4.46999979019165,4.46999979019165,0,0,0,160,1280,2306,2016-04-13,1336.46538711445,"ModeratelyActiveDistance",0
"163",41,"4/13/2016",5974,4.46999979019165,4.46999979019165,0,0,0,160,1280,2306,2016-04-13,1336.46538711445,"LightActiveDistance",4.36999988555908
"164",41,"4/13/2016",5974,4.46999979019165,4.46999979019165,0,0,0,160,1280,2306,2016-04-13,1336.46538711445,"SedentaryActiveDistance",0
"165",42,"4/14/2016",0,0,0,0,0,0,0,1440,1776,2016-04-14,NA,"VeryActiveDistance",0
"166",42,"4/14/2016",0,0,0,0,0,0,0,1440,1776,2016-04-14,NA,"ModeratelyActiveDistance",0
"167",42,"4/14/2016",0,0,0,0,0,0,0,1440,1776,2016-04-14,NA,"LightActiveDistance",0
"168",42,"4/14/2016",0,0,0,0,0,0,0,1440,1776,2016-04-14,NA,"SedentaryActiveDistance",0
"169",43,"4/12/2016",7753,5.19999980926514,5.19999980926514,0,0,0,0,1440,2115,2016-04-12,1490.96159314968,"VeryActiveDistance",0
"170",43,"4/12/2016",7753,5.19999980926514,5.19999980926514,0,0,0,0,1440,2115,2016-04-12,1490.96159314968,"ModeratelyActiveDistance",0
"171",43,"4/12/2016",7753,5.19999980926514,5.19999980926514,0,0,0,0,1440,2115,2016-04-12,1490.96159314968,"LightActiveDistance",0
"172",43,"4/12/2016",7753,5.19999980926514,5.19999980926514,0,0,0,0,1440,2115,2016-04-12,1490.96159314968,"SedentaryActiveDistance",0
"173",44,"4/13/2016",8204,5.5,5.5,0,8,15,96,1234,2135,2016-04-13,1491.63636363636,"VeryActiveDistance",0.529999971389771
"174",44,"4/13/2016",8204,5.5,5.5,0,8,15,96,1234,2135,2016-04-13,1491.63636363636,"ModeratelyActiveDistance",0.589999973773956
"175",44,"4/13/2016",8204,5.5,5.5,0,8,15,96,1234,2135,2016-04-13,1491.63636363636,"LightActiveDistance",1.30999994277954
"176",44,"4/13/2016",8204,5.5,5.5,0,8,15,96,1234,2135,2016-04-13,1491.63636363636,"SedentaryActiveDistance",0
"177",45,"4/14/2016",10210,6.88000011444092,6.88000011444092,0,1,9,339,589,2302,2016-04-14,1484.01160322214,"VeryActiveDistance",0.109999999403954
"178",45,"4/14/2016",10210,6.88000011444092,6.88000011444092,0,1,9,339,589,2302,2016-04-14,1484.01160322214,"ModeratelyActiveDistance",0.330000013113022
"179",45,"4/14/2016",10210,6.88000011444092,6.88000011444092,0,1,9,339,589,2302,2016-04-14,1484.01160322214,"LightActiveDistance",6.44000005722046
"180",45,"4/14/2016",10210,6.88000011444092,6.88000011444092,0,1,9,339,589,2302,2016-04-14,1484.01160322214,"SedentaryActiveDistance",0
"181",46,"4/12/2016",10122,7.78000020980835,7.78000020980835,0,0,0,0,1440,2955,2016-04-12,1301.02824254928,"VeryActiveDistance",0
"182",46,"4/12/2016",10122,7.78000020980835,7.78000020980835,0,0,0,0,1440,2955,2016-04-12,1301.02824254928,"ModeratelyActiveDistance",0
